,index,title,link,image,pubDate,director,actor,userRating,genre,nation,pos_per,pos_key,neg_key
61,61,"지금, 만나러 갑니다",https://movie.naver.com/movie/bi/mi/basic.nhn?code=39636,https://ssl.pstatic.net/imgmovie/mdi/mit110/0396/39636_P23_170832.jpg,2004,도이 노부히로,"다케우치 유코,나카무라 시도,다케이 아카시",9.35,"드라마,로맨스,판타지",일본,0.8404255319148937,"인생,감동,유코,사랑,최고","여름,사람,고인,명복,주인공"
62,62,아기공룡 둘리-얼음별 대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17441,https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7441-00.jpg,1996,"임경원,김수정","박영남,이인성",9.35,"애니메이션,어드벤처,코미디,가족",한국,0.7263157894736842,"둘리,애니메이션,최고,다시,명작","종로,명동,치치,길동,둘리"
63,63,아마데우스 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10114,https://ssl.pstatic.net/imgmovie/mdi/mit110/0101/10114_P15_115415.jpg,1984,밀로스 포만,"F. 머레이 아브라함,톰 헐스,엘리자베스 베리지",9.35,드라마,미국,0.8409090909090909,"최고,모차르트,살리에리,명작,모짜르트","년도,질투,사람,도대체,몇번"
64,64,"아치의 노래, 정태춘",https://movie.naver.com/movie/bi/mi/basic.nhn?code=207202,https://ssl.pstatic.net/imgmovie/mdi/mit110/2072/207202_P03_113503.jpg,2021,고영재,"정태춘,박은옥",9.35,다큐멘터리,한국,0.935483870967742,"노래,정태춘,시대,음악,감동","사람,정태춘,년대,대한민국,무게"
65,65,말임씨를 부탁해,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201766,https://ssl.pstatic.net/imgmovie/mdi/mit110/2017/201766_P19_112730.jpg,2021,박경목,"김영옥,김영민,박성연",9.34,드라마,한국,0.9,"현실,사실,감동,이야기,공감","요양보호사,아들,치매,할머니,엄마"
66,66,프리 윌리 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16466,https://ssl.pstatic.net/imgmovie/mdi/mit110/0164/A6466-00.jpg,1993,사이먼 윈서,"케이코,제이슨 제임스 리처,로리 페티,제인 앳킨슨,오거스트 쉘렌버그,마이클 매드슨",9.34,드라마,미국,0.826530612244898,"감동,최고,윌리,범고래,지금","사람,돌고래,고래,장면,엔딩"
67,67,천공의 성 라퓨타,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18782,https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/A8782-00.jpg,1986,미야자키 하야오,"타나카 마유미,요코자와 케이코,하츠이 코토에",9.34,애니메이션,일본,0.8333333333333334,"라퓨타,명작,지브리,최고,자연","일본,년도,문명,하울,여러"
68,68,드래곤 길들이기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70457,https://ssl.pstatic.net/imgmovie/mdi/mit110/0704/70457_P44_112419.jpg,2010,"딘 데블로이스,크리스 샌더스","제이 바루첼,제라드 버틀러,아메리카 페레라,크레이그 퍼거슨,조나 힐",9.33,"애니메이션,코미디,어드벤처,가족",미국,0.7647058823529411,"최고,애니메이션,드래곤,인생,감동","드래곤,사람,드림웍스,리스,투슬리스"
69,69,그대를 사랑합니다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73476,https://ssl.pstatic.net/imgmovie/mdi/mit110/0734/73476_P05_135448.jpg,2010,추창민,"이순재,윤소정,송재호,김수미",9.33,드라마,한국,0.8021978021978022,"감동,펑펑,인생,가슴,사랑","처음,거짓말,안치,펑펑,한국"
70,70,신 시네마 천국,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10001,https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10001_P51_165249.jpg,1988,쥬세페 토르나토레,"마르코 레오나르디,필립 느와레,자끄 페렝,살바토레 카스치오,브리지트 포시",9.33,"드라마,로맨스",이탈리아,0.8795180722891566,"인생,감동,추억,최고,음악","명작,이영화,천국,주인공,장면"
71,71,올드마린보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168668,https://ssl.pstatic.net/imgmovie/mdi/mit110/1686/168668_P11_144058.jpg,2017,진모영,"박명호,김순희,박철준,박철훈",9.33,다큐멘터리,한국,0.8571428571428571,"감동,아버지,가장,모습,다큐","아버지,제목,넷플릭스,실망,관람객"
72,72,신화 라이브 3D 더 레전드 컨티뉴스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132310,https://ssl.pstatic.net/imgmovie/mdi/mit110/1323/132310_P01_095448.jpg,2014,손석,신화,9.33,"공연,다큐멘터리",한국,0.8210526315789474,"신화,콘서트,최고,역시,계속","수니,화산,신화,빠수니,자영"
73,73,우리들의 일그러진 영웅,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12297,https://ssl.pstatic.net/imgmovie/mdi/mit110/0122/A2297-01.jpg,1992,박종원,"홍경인,고정일,최민식,태민영,이진선,신구",9.33,드라마,한국,0.7608695652173914,"엄석대,사회,지금,명작,현실","잘못,권력,이문열,엄석대,새끼"
74,74,범죄도시 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=192608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1926/192608_P62_104337.jpg,2022,이상용,"마동석,손석구,최귀화",9.32,"범죄,액션",한국,0.5591397849462365,"최고,범죄,액션,기대,한국","쓰레기,범죄,도시,액션,개연"
75,75,나를 구하지 마세요,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193330,https://ssl.pstatic.net/imgmovie/mdi/mit110/1933/193330_P14_182748.jpg,2019,정연경,"조유하,최로운,양소민,선화,이휘종,이선희",9.32,드라마,한국,0.8367346938775511,"감동,눈물,마음,어른,선유","엄마,미도,유정,지점,평시"
76,76,번 더 스테이지: 더 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176354,https://ssl.pstatic.net/imgmovie/mdi/mit110/1763/176354_P13_150227.jpg,2018,박준수,"RM,진,슈가,제이홉,지민,뷔,정국",9.31,기타,한국,0.6818181818181818,"방탄소년단,방탄,사랑,감동,인생","방탄,방탄소년단,아미,소년단,손흥민"
77,77,교회오빠,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183132,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183132_P29_174157.jpg,2019,이호경,"이관희,오은주,이소연",9.31,다큐멘터리,한국,0.9125,"하나님,집사,주님,죽음,믿음","하나님,고통,안식,소서,억지"
